var_nam,appl_id,frm_id,addon_id,cust_lvl,valdt_cmd,ena_flg,valdt_mod,ret_fld_flg,ret_fld,grp_nam,is_purged
"asset_typ","dcsrdt","USR_IDENTIFY_LOAD_EX","LES",10,"if('&asset_typ' != '') {list usr rf asset types for lookup where asset_cat='INV' and alc_asset_grp='LADINGDRAGER' and asset_typ='&asset_typ'}",1,"I",0,"","usr_data",0
"asset_typ","LES","chginvnonserasset","LES",0,"if('&asset_typ' != ''){list asset types where asset_cat = 'INV' and asset_typ = '&asset_typ' catch(-1403)|if (@?=-1403){set return status where status = 11106}}",1,"A",0,"","dcs_data",0
"asset_typ","LES","locmstmnt","LES",0,"if('&asset_typ' != ''){list asset types where ser_flg = 1 and asset_typ = '&asset_typ' catch(-1403)|if (@?=-1403){set return status where status = 11008}}",1,"A",0,"","dcs_data",0
"asset_typ","LES","locmstovr","LES",0,"if('&asset_typ' != ''){list asset types where ser_flg = 1 and asset_typ = '&asset_typ' catch(-1403)|if (@?=-1403){set return status where status = 11008}}",1,"A",0,"","dcs_data",0
"asset_typ","LES","nonserassetadjopr","LES",0,"if('&asset_typ' != ''){list asset types where ser_flg = 0 and asset_typ = '&asset_typ' catch(-1403)|if (@?=-1403){set return status where status = 11106}}",1,"A",0,"","dcs_data",0
"asset_typ","LES","supftpopr","LES",0,"if('&asset_typ' != ''){list asset types where asset_typ = '&asset_typ' catch(-1403)|if (@?=-1403){set return status where status = 11008}}",1,"A",0,"","dcs_data",0
"asset_typ","LES","supprtopr","LES",0,"if('&asset_typ' != ''){list asset types where asset_typ = '&asset_typ' catch(-1403)|if (@?=-1403){set return status where status = 11008}}",1,"A",0,"","dcs_data",0
"asset_typ","LES","UNDIR_REVERSE_ASSET","LES",0,"if ('@asset_typ' != '') {validate asset for reverse receipt where trknum = '@trknum' and asset_typ = '@asset_typ' and invnum ='@invnum' and wh_id = '@global.wh_id'}",1,"I",0,"","mtf_dcs_data",0
"asset_typ_to","pcklstopr","LES","LES",0,"if('&asset_typ_to' != ''){list asset types where asset_cat = 'INV' and asset_typ = '&asset_typ_to' catch(-1403)|if (@?=-1403){set return status where status = 11106}}",1,"A",0,"","dcs_data",0
"attr_alg_id","LES","commmthdmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&attr_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"begdaycod","LES","LES","LES",0,"if ('&begdaycod' != '' and '&enddaycod' != '') {if ('&enddaycod' < '&begdaycod') set return status where status = 10342 else if ('&enddaycod' <= '&begdaycod' and '&begtim' != '' and '&endtim' != '') {if (to_date('&endtim', 'YYYYMMDDHH24MISS') < to_date('&begtim', 'YYYYMMDDHH24MISS')) set return status where status = 10342 }}",1,"I",0,"","dcs_data",0
"begloc","LES","ccnttmplmnt","LES",0,"validate storage location where stoloc = '&begloc' and wh_id = '&wh_id'",1,"A",0,"","dcs_data",0
"begloc","LES","LES","LES",0,"validate storage location where stoloc = '&begloc' and wh_id = '&wh_id'",1,"I",0,"","sal_data",0
"begloc","LES","locaudopr","LES",0,"list locations where stoloc = '&begloc' and wh_id = '&wh_id'",1,"A",0,"","dcs_data",0
"begtim","LES","LES","LES",0,"if ('&begtim' != '' and '&endtim' != '' and '&begdaycod' != '' and '&enddaycod' != '') {if (('&enddaycod' = '&begdaycod') and (to_date('&endtim', 'YYYYMMDDHH24MISS') < to_date('&begtim', 'YYYYMMDDHH24MISS'))) set return status where status = 10342}",1,"I",0,"","dcs_data",0
"bldg_id","LES","DIR_WORK_ASSIGNMENT_FILTERS","LES",0,"NONE",0,"A",0,"","dcs_data",0
"blk_alg_id","LES","eosegmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&blk_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"blk_alg_id","LES","iifdsegmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&blk_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"blk_alg_id","LES","rifdmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&blk_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"blk_alg_id","LES","rifdsegmnt","SEAMLES",0,"sl_list alg_def where alg_id = '&blk_alg_id' and alg_typ_cd != 'MACRO'",1,"I",0,"","int_data",0
"blng_prd_id","LES","LES","LES",0,"validate billing period where client_id = '&client_id' and blng_prd_id='&blng_prd_id'",1,"I",0,"","sal_data",0
"brcust","LES","LES","LES",0,"if('&client_id' != ''){list customers where cstnum = '&brcust' and client_id = '&client_id'} else{list customers where cstnum = '&brcust'}",1,"I",0,"","dcs_data",0
"bt_csttyp","LES","LES","LES",0,"list customer type profiles where csttyp = '&bt_csttyp'",1,"I",0,"","dcs_data",0
"btcust","distromnt","distromnt","3pm,WM,SEAMLES",0,"if('&client_id' != ''){list customers where cstnum = '&btcust' and client_id = '&client_id'} else{list customers where cstnum = '&btcust'}",1,"A",1,"btcust=cstnum,bt_adr_id=adr_id","",0
"btcust","LES","LES","LES",0,"if('&client_id' != ''){list customers where cstnum = "&btcust" and client_id = '&client_id'} else{list customers where cstnum = "&btcust"}",1,"I",0,"","dcs_data",0
"bundleloc","bundleinvopr","bundleinvopr","LES",0,"validate lodnum for bundle where lodnum = '&lodnum' and bundleloc = '&bundleloc' and wh_id = '&wh_id'",1,"A",1,"bundleloc, lodnum","dcs_data",0
"car_ib_issue","LES","UNDIR_INBOUND_QUALITY","LES",0,"if ('&car_ib_issue' != '') {validate carrier inbound issue where car_ib_issue = '&car_ib_issue'}",1,"I",0,"","mtf_dcs_data",0
"car_move_id","carmovemnt","trlrmgtopr","LES",0,"NONE",0,"I",0,"","dcs_data",0
"car_move_id","LES","apptmnt","LES",0,"[select carcod from car_move where car_move_id = '&car_move_id']  catch (@?) | if((@? = 0) and ('&carcod' != '') and (@carcod != '&carcod')) {set return status where status = 10508}",1,"I",0,"","dcs_data",0
"car_move_id","LES","trlrmgtopr","LES",0,"if ('&carcod' != '') {[select * from car_move where car_move_id = '&car_move_id' and carcod = '&carcod']  catch (-1403)} else {[select * from car_move where car_move_id = '&car_move_id'] catch (-1403)} | if (@? = -1403) { set return status where status = 10508}",1,"I",0,"","dcs_data",0
"car_move_id","LES","UNDIR_CLOSE_TRLR","LES",0,"if('&carmov' != ''){validate carrier move for close shipping trailer where car_move_id = '@carmov'}",1,"I",0,"","mtf_dcs_data",0
"carcod","LES","apptmnt","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"I",1,"","mtf_dcs_data",0
"carcod","LES","chgtrlr","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"A",1,"","dcs_data",0
"carcod","LES","mstrcptmnt","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"A",1,"","dcs_data",0
"carcod","LES","ordmnt","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"A",1,"","dcs_data",0
"carcod","LES","REOPEN_TRUCK","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"I",1,"","mtf_dcs_data",0
"carcod","LES","trlrmgtopr","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"A",1,"","dcs_data",0
"carcod","LES","UNDIR_INBOUND_QUALITY","LES",0,"if ('&carcod' != '') {validate carrier where carcod = '&carcod'}",1,"I",1,"","mtf_dcs_data",0
"carcod","LES","UNDIR_PALLET_POSITION","LES",0,"validate pallet position where wh_id = '@global.wh_id' and carcod = '&carcod' and trlr_num = '&trlr_num'",1,"I",1,"trlr_id=data","dcs_data",0
"cargrp","LES","LES","LES",0,"list carrier groups where cargrp = '&cargrp'",1,"I",0,"","sal_data",0
"cashgt","LES","LES","LES",0,"validate number where colnam="cashgt" and compare = 'GT' and value = &cashgt and limit = 0",1,"I",0,"","sal_data",0
"caslbldev","LES","LES","LES",0,"list devices where devcod = '&caslbldev' and wh_id = '&wh_id'",1,"I",0,"","dcs_data",0
"caslen","LES","LES","LES",0,"validate number where colnam="caslen" and compare = 'GT' and value = &caslen and limit = 0",1,"I",0,"","sal_data",0
"caslvl","LES","LES","LES",0,"validate number where colnam="caslvl" and intflg=1 and compare = 'GT' and value = &caslvl and limit = 0",1,"I",0,"","sal_data",0
"caswid","LES","LES","LES",0,"validate number where colnam="caswid" and compare = 'GT' and value = &caswid and limit = 0",1,"I",0,"","sal_data",0
"catch_qty","LES","CATCH_QTY_CAP","LES",0,"NONE",0,"I",0,"","dcs_data",0
"catch_qty","LES","CATCH_QTY_CAP_SUB","LES",0,"NONE",0,"I",0,"","dcs_data",0
"catch_qty","LES","cntentopr","LES",0,"validate number where colnam='catch_qty' and compare = 'GT' and value = &catch_qty and limit = -1",1,"I",0,"","dcs_data",0
"catch_qty","LES","CYCLE_COUNT","LES",0,"validate number where colnam='catch_qty' and compare = 'GT' and value = &catch_qty and limit = -1",1,"I",0,"","mtf_dcs_data",0
"catch_qty","LES","identify","LES",0,"validate number where colnam='catch_qty' and compare = 'GTE' and value = &catch_qty and limit = 0",1,"I",0,"","dcs_data",0
"catch_qty","LES","LES","LES",0,"validate number where colnam='catch_qty' and compare = 'GT' and value = &catch_qty and limit = 0",1,"I",0,"","dcs_data",0
"catch_qty","LES","PICKUP_B","LES",0,"NONE",0,"I",0,"","dcs_data",0
"check_digit_len","LES","LES","LES",0,"validate number where colnam="check_digit_len" and intflg = 1 and compare = "GTE" and value = &check_digit_len and limit = 0",1,"I",0,"","dcs_data",0
"client_id","dcsrdt","LES","LES",0,"validate client for user where usr_id='@global.usr_id' and wh_id = @@wh_id and client_id='&client_id' and all_client_flg = 1",1,"I",0,"","dcs_data",0
"client_id","dcsrdt","UNDIR_IDENTIFY","LES",0,"get client id where client_id='&client_id' and wh_id = '@global.wh_id'",1,"I",0,"","dcs_data",0
"client_id","LES","ctlUsrMnt","LES",0,"if ('&client_id' != '----') {list clients where client_id='&client_id'}",1,"I",0,"","mcs_data",0
"client_id","LES","INV_ADJUST_IDENTIFY","LES",0,"if ('&prtnum' != '') {validate part client for inventory adjustment where prtnum='&prtnum' and prt_client_id='&client_id' and wh_id='@global.wh_id'} else {validate client for user where client_id='&client_id' and wh_id='@global.wh_id' and usr_id = '@global.usr_id'}",1,"I",0,"","mtf_dcs_data",0
"client_id","LES","pcfmstmnt","3pl",0,"if ('&pcfkey' != '' ) { list parts where prtnum = '&pcfkey' and prt_client_id = '&client_id' } else { list clients where client_id = '&client_id' }",1,"I",0,"","dcs_data",0
"client_id","LES","RETURN_TRUCK","LES",0,"if ('&cstnum' != '') {list customers where cstnum = '&cstnum' and client_id = '@client_id'}",1,"I",0,"","mtf_dcs_data",0
"cmd_config","LES","AVARULCFGMNT","LES",0,"list active commands where command = '&cmd_config'",1,"A",0,"","sal_data",0
"cnt_tmpl_id","LES","LES","LES",0,"[select 'x' from job_definition where not exists (select job_id from job_definition where job_id='&cnt_tmpl_id')]",1,"I",0,"","dcs_data",0
"cnt_zone_id","LES","LES","LES",0,"list count zones where cnt_zone_id = '&cnt_zone_id'",1,"I",0,"","dcs_data",0
"cnt_zone_id","LES","UNDIR_CYCLE_COUNT","LES",0,"list count zones where cnt_zone_id = '&cnt_zone_id'",0,"I",0,"","dcs_data",0
"comcod","LES","prtmstmnt","LES",0,"list commodities where comcod = '&comcod' catch (-1403) | if (@? = -1403) { set return status where status = 11101}",1,"I",0,"","sal_data",0
"comcod","LES","prtmstovrdmnt","LES",0,"list commodities where comcod = '&comcod' catch (-1403) | if (@? = -1403) { set return status where status = 11101}",1,"I",0,"","sal_data",0
"cri_id","LES","movpathcricopy","LES",0,"validate movement path criteria identifier where cri_id = '&cri_id' and wh_id = nvl('&wh_id', @@wh_id)",1,"I",0,"","dcs_data",0
"crncy_code","LES","LES","LES",0,"list currencies where crncy_code = '&crncy_code'",1,"I",0,"","mcs_data",0
"crncy_code","SALCurrencyMnt","SALCurrencyMnt","LES",0,"list currencies where crncy_code = '&crncy_code'",0,"I",0,"","mcs_data",0
"crncy_name","LES","LES","LES",0,"list currencies where crncy_code = '&crncy_name'",1,"I",0,"","mcs_data",0
"cstms_cnsgnmnt_id","LES","identify","LES",0,"if ('&invnum' != '') {validate customs consignment id where cstms_cnsgnmnt_id = '&cstms_cnsgnmnt_id' and invnum ='&invnum' and prt_client_id = '&prt_client_id' and supnum = '&supnum' and wh_id = nvl('&wh_id', @@wh_id)}",1,"I",0,"","dcs_data",0
"cstms_cnsgnmnt_id","LES","rcvdtlmnt","LES",0,"if('&auto_crt_flg' = '0'){validate customs consignment id where cstms_cnsgnmnt_id = '&cstms_cnsgnmnt_id' and invnum ='&invnum' and client_id = '&client_id' and supnum = '&supnum' and wh_id = nvl('&wh_id', @@wh_id)}",1,"A",0,"","dcs_data",0
"cstms_cnsgnmnt_id","LES","wkomnt","LES",0,"if('&auto_crt_flg' = '0'){validate customs consignment id for work order where wkonum = '&wkonum' and cstms_cnsgnmnt_id = '&cstms_cnsgnmnt_id' and client_id = '&client_id' and supnum = '----' and wh_id = nvl('&wh_id', @@wh_id)}",1,"A",0,"","dcs_data",0
"cstms_itm_typ","LES","prtmstmnt","LES",0,"validate customs item types where cstms_itm_typ = '&cstms_itm_typ' and wh_id = @@wh_id",1,"A",0,"","sal_data",0
"cstms_itm_typ","LES","prtmstovrdmnt","LES",0,"validate customs item types where cstms_itm_typ = '&cstms_itm_typ' and wh_id = @@wh_id",1,"A",0,"","sal_data",0
"cstnum","LES","LES","LES",0,"list customers where cstnum = '&cstnum'",0,"I",0,"","sal_data",0
"cstnum","LES","RETURN_TRUCK","3pl",0,"NONE",0,"I",0,"","mtf_dcs_data",0
"cstnum","LES","RETURN_TRUCK","LES",0,"if ('&cstnum' != '') {list customers where cstnum = '&cstnum' and client_id = '@client_id'}",1,"I",0,"","mtf_dcs_data",0
"cust_lvl","LES","rfformmnt","LES",0,"if (!(&cust_lvl > 0)) { set return status where status = -1403 }",1,"I",0,"","mtf_data",0
"dash_dda_id","LES","WEBDASHMNT","LES",0,"if ('&dash_dda_id' != '' AND '&module_typ' != 'C') {validate data where tblnam = 'dda_mst' and fldnam = 'dda_id' and dda_id = '&dash_dda_id'}",1,"I",0,"","sal_data",0
"dck_dr","LES","REOPEN_TRLR","LES",0,"validate rf translated location where inpval = '&dck_dr' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dck_dr","LES","REOPEN_TRUCK","LES",0,"validate rf translated location where inpval = '&dck_dr' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"def_asset_typ","LES","prtftpmstdfltmnt","LES",0,"list asset types where ser_flg = 0 and asset_cat = 'INV' and asset_typ = '&def_asset_typ'",1,"A",0,"","dcs_data",0
"def_asset_typ","LES","prtftpmstmntsupr","LES",0,"list asset types where ser_flg = 0 and asset_cat = 'INV' and asset_typ = '&def_asset_typ'",1,"A",0,"","dcs_data",0
"def_asset_typ","LES","prtftpmstovrdmnt","LES",0,"list asset types where ser_flg = 0 and asset_cat = 'INV' and asset_typ = '&def_asset_typ'",1,"A",0,"","dcs_data",0
"def_stgloc","LES","procwko","LES",0,"list staging locations for production line where stgloc = '&def_stgloc' and wh_id = '&wh_id'",1,"A",0,"","dcs_data",0
"def_stgloc","LES","wkomov","LES",0,"list staging locations for production line where stgloc = '&def_stgloc' and wh_id = '&wh_id'",1,"A",0,"","dcs_data",0
"devcod","LES","devcopy","LES",0,"list devices where devcod = '&devcod' and wh_id = nvl('&wh_id', @@wh_id)",0,"I",0,"","dcs_data",0
"devcod","LES","devmstmnt","LES",0,"list devices where devcod = '&devcod' and wh_id = nvl('&wh_id', @@wh_id)",0,"I",0,"","dcs_data",0
"devcod","LES","LES","LES",0,"list devices where devcod = '&devcod' and wh_id = nvl('&wh_id', @@wh_id)",1,"I",0,"","dcs_data",0
"devcod","LES","READERDTLMNT","LES",0,"if ('&devcod' !='') { if ('&wh_id' != ''){list devices where [(devcls ='W' or devcls ='R')] and devcod = '&devcod' and wh_id = '&wh_id'} else {list devices where [(devcls ='W' or devcls ='R')] and devcod = '&devcod'}}",1,"I",0,"","dcs_data",0
"devcod","LES","TOOLS_SEND_MSG","LES",0,"validate rf users devices and roles for im where wh_id = '@global.wh_id' and devcod = '&devcod'",1,"I",0,"","mtf_dcs_data",0
"dirlocdef","LES","LES","LES",0,"list locations where stoloc = '&dirlocdef'",1,"I",0,"","dcs_data",0
"distro_thresh_pct","LES","LES","LES",0,"validate number where colnam="distro_thresh_pct" and intflg=1 and compare = "GT" and value = &distro_thresh_pct and limit = 0|validate number where colnam="distro_thresh_pct" and compare = "LTE" and value = &distro_thresh_pct and limit = 100",1,"I",0,"","dcs_data",0
"doc_typ","LES","doctypmnt","LES",0,"NONE",0,"I",0,"","sal_data",0
"doc_typ","LES","LES","LES",0,"list lbl document types where doc_typ = '&doc_typ'",1,"I",1,"doc_typ=doc_typ,lodlvl=def_lodlvl","sal_data",0
"dock2","LES","LOAD_LTL_TRLR","LES",0,"validate rf translated location where inpval = '&dock2' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dock2","LES","LOAD_TRLR","LES",0,"if ('&dock' != '') { validate rf translated location where inpval = '&dock2' and dsploc = '&dock' and wh_id = '@global.wh_id' } else { validate rf translated location where inpval = '&dock2' and wh_id = '@global.wh_id' }",1,"I",0,"","mtf_dcs_data",0
"docqty","LES","LES","LES",0,"validate number where colnam='docqty' and intflg=1 and compare = 'GT' and value = &docqty and limit = 0",1,"I",0,"","sal_data",0
"dsploc","LES","UNDIR_CYCLE_COUNT","LES",0,"validate rf translated backfill location where stoloc = '&dsploc' and pck_flg = 0 and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dst_id","LES","INLINE_TRANSFER","LES",0,"if ('&dst_id' != '') {validate rf identifier for transfer where inpval = '&dst_id'and srch_bckfill = true and wh_id = '@global.wh_id'}",1,"I",0,"","dcs_data",0
"dst_id","LES","UNDIR_CASE_TRANSFER","LES",0,"if ('&dst_id' != '') { validate rf identifier for transfer where inpval = '&dst_id' and srch_bckfill = true and wh_id = '@global.wh_id' }",1,"I",0,"","mtf_dcs_data",0
"dst_id","LES","UNDIR_SERIAL_DEPOSIT","LES",0,"if ('&dst_id' != '') { validate rf translated location where inpval = '&dst_id' and invtid_flg = 1 and wh_id = '@global.wh_id' }",1,"I",0,"","mtf_dcs_data",0
"dst_id","LES","UNDIR_TRANSFER","LES",0,"if ('&dst_id' != '') {validate rf identifier for transfer where inpval = '&dst_id'and srch_bckfill = true and wh_id = '@global.wh_id'}",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","ALLOCATE_LOCATION","LES",0,"if ('&dstloc' != '') { validate rf translated location where inpval = '&dstloc' and wh_id = '@global.wh_id' }",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","completetrlr","LES",0,"list locations where useflg = 1 and pdflg = 1 and wh_id = '&wh_id' and stoloc = '&dstloc'",1,"A",0,"dstloc=stoloc","dcs_data",0
"dstloc","LES","DEPOSIT_A","LES",0,"if ('&dsploc1' != '' ) { validate rf translated location where inpval = '&dstloc' and dsploc = '&dsploc1' and invtid_flg=1 and wh_id = '@global.wh_id'} else { validate rf translated location where inpval = '&dstloc' and invtid_flg=1 and wh_id = '@global.wh_id' } ; if( '&dsploc1' = '' and '@LOCATION_DISPLAY.setdown_flg' = '1' ) { validate location for pick exception deposit area where srcloc = '@LOCATION_DISPLAY.stoloc' and wh_id = '@global.wh_id' and dstloc = '&dstloc'}",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","DEPOSIT_A","LES",10,"[select 1 from pckwrk_view where dstloc = '&dstloc' and wrktyp = 'E' and appqty = 0] catch(-1403) | if (@? = 0) set return status where status = 11136",1,"I",0,"","usr_data",0
"dstloc","LES","DEPOSIT_TRLR","LES",0,"validate rf translated location where inpval = '&dstloc' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","FLUID_LOAD","LES",0,"validate rf translated location where inpval = '&dstloc' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","movtrlropr","LES",0,"if ('&trlr_cod' = 'RCV') {list yard locations for receive trailers where stoloc = '&dstloc' and locsts <> 'F' catch (-1403) | if (@? = -1403) { set return status where status = 10241}} else {list yard locations for shipping trailers where stoloc = '&dstloc' and locsts <> 'F' catch (-1403) | if (@? = -1403) { set return status where status = 10241}}",1,"I",0,"","dcs_data",0
"dstloc","LES","pkostnerrhand","LES",0,"list locations where stoloc = '&dstloc'",1,"A",0,"","dcs_data",0
"dstloc","LES","stktrnopr","LES",0,"[select l.* from locmst l left join sto_zone sz on sz.sto_zone_id = l.sto_zone_id join loc_typ lt on lt.loc_typ_id = l.loc_typ_id where ((sz.pckcod != 'N' and lt.sigflg = '1') or (lt.wip_supflg = '1')) and l.stoloc = '&dstloc' and l.locsts not in ('I','L') and l.wh_id = nvl('&wh_id',@@wh_id)] catch (-1403) | if (@? = -1403) { set return status where status = 10241}",1,"A",0,"","dcs_data",0
"dstloc","LES","TOOLS_OVERRIDE_LOC","LES",0,"if ('&dstloc' != '') { validate rf translated location where inpval = '&dstloc' and wh_id = '@global.wh_id' }",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","UNDIR_CASE_STAGE","LES",0,"validate rf translated location where inpval = '&dstloc' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dstloc","LES","UNDIR_UNLOAD_TRAILER","LES",0,"validate rf translated location where inpval = '&dstloc' and wh_id = '@global.wh_id'",1,"I",0,"","mtf_dcs_data",0
"dstlod","LES","PICKUP_A","LES",0,"validate rf dstlod for picking where dstlod = '&dstlod' and wrkref = '&wrkref' and wh_id = '@global.wh_id' and list_id = '&list_id'",1,"A",0,"","dcs_data",0
