adr_id,client_id,host_ext_id,adrnam,adrtyp,adrln1,adrln2,adrln3,adrcty,adrstc,adrpsz,ctry_name,rgncod,phnnum,faxnum,attn_name,attn_tel,cont_name,cont_tel,cont_title,rsaflg,temp_flg,po_box_flg,last_name,first_name,honorific,usr_dsp,adr_district,web_adr,email_adr,pagnum,locale_id,pool_flg,pool_rate_serv_nam,ship_phnnum,ship_faxnum,ship_web_adr,ship_email_adr,ship_cont_name,ship_cont_title,ship_cont_tel,ship_attn_name,ship_attn_phnnum,tim_zon_cd,rqst_state_cod,grp_nam,latitude,longitude,gln,cstms_site_typ,cstms_tx_site,uc_adrtyp
"CST_8713783200506","RFH","8713783200506","8713783200506","CST","Aalsmeerderweg 100 A","","","AALSMEER","","1432 CT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200506","","","1"
"CST_8713783200513","RFH","8713783200513","8713783200513","CST","Mariendijk 39","","","HONSELERSDIJK","","2675 SX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200513","","","6"
"CST_8713783200537","RFH","8713783200537","8713783200537","CST","Burg ten Heuvelhofwg 83","","","HAZERSWOUDE-DORP","","2391 MA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200537","","","6"
"CST_8713783200568","RFH","8713783200568","8713783200568","CST","Herenwerf 55","","","MAASLAND","","3155 DK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200568","","","6"
"CST_8713783200629","RFH","8713783200629","8713783200629","CST","Anthuriumweg 14","","","BLEISWIJK","","2665 KV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200629","","","6"
"CST_8713783200643","RFH","8713783200643","8713783200643","CST","Kooiweg 27","","","BOSKOOP","","2771 WJ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200643","","","6"
"CST_8713783200650","RFH","8713783200650","8713783200650","CST","Haakpad 41","","","HOEK VAN HOLLAND","","3151 XC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200650","","","6"
"CST_8713783200667","RFH","8713783200667","8713783200667","CST","Haakpad 57","","","HOEK VAN HOLLAND","","3151 XC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200667","","","6"
"CST_8713783200681","RFH","8713783200681","8713783200681","CST","Hollandweg 24","","","BLEISWIJK","","2665 MT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200681","","","1"
"CST_8713783200698","RFH","8713783200698","8713783200698","CST","Boerenlaan 18","","","S-GRAVENZANDE","","2691 JX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200698","","","6"
"CST_8713783200735","RFH","8713783200735","8713783200735","CST","De Kring 19","","","KLAZIENAVEEN","","7891 TE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200735","","","6"
"CST_8713783200742","RFH","8713783200742","8713783200742","CST","Noorddorperweg 13","","","HEEMSKERK","","1968 LN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200742","","","6"
"CST_8713783200759","RFH","8713783200759","8713783200759","CST","Ooster Oenerweg 4","","","OENE","","8167 PC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200759","","","6"
"CST_8713783200834","RFH","8713783200834","8713783200834","CST","Voshol 43","","","BOSKOOP","","2771 NK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200834","","","6"
"CST_8713783200919","RFH","8713783200919","8713783200919","CST","Koggeweg 59 A","","","HEM","","1607 MT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783200919","","","1"
"CST_8713783201022","RFH","8713783201022","8713783201022","CST","Berkenbroek 11","","","REEUWIJK","","2811 NZ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201022","","","6"
"CST_8713783201039","RFH","8713783201039","8713783201039","CST","s-Gravendamseweg 63","","","NOORDWIJKERHOUT","","2211 WH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201039","","","1"
"CST_8713783201046","RFH","8713783201046","8713783201046","CST","Drechtdijk 43","","","DE KWAKEL","","1424 RB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201046","","","1"
"CST_8713783201053","RFH","8713783201053","8713783201053","CST","Lange Stukken 3","","","S-GRAVENZANDE","","2691 JB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201053","","","6"
"CST_8713783201138","RFH","8713783201138","8713783201138","CST","Middenweg 608 A","","","HEERHUGOWAARD","","1704 BS","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201138","","","6"
"CST_8713783201145","RFH","8713783201145","8713783201145","CST","Keizershoek 312","","","KONTICH","","2550","BE","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201145","","","1"
"CST_8713783201152","RFH","8713783201152","8713783201152","CST","Oude Postweg 3","","","DEURNINGEN","","7561 SH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201152","","","1"
"CST_8713783201206","RFH","8713783201206","8713783201206","CST","Liederik 1","","","ZWAAGDIJK","","1683 NA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201206","","","6"
"CST_8713783201244","RFH","8713783201244","8713783201244","CST","Hofzichtlaan 5","","","DE LIER","","2678 NC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201244","","","6"
"CST_8713783201275","RFH","8713783201275","8713783201275","CST","Herenlaan 44","","","MAASLAND","","3155 DC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201275","","","6"
"CST_8713783201282","RFH","8713783201282","8713783201282","CST","Boomweg 19","","","ROCKANJE","","3235 NG","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201282","","","1"
"CST_8713783201299","RFH","8713783201299","8713783201299","CST","Oude Veiling 25","","","ZWAAG","","1689 AA","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201299","","","1"
"CST_8713783201367","RFH","8713783201367","8713783201367","CST","Gentseweg 527","","","ST. ELOOIS-VIJVE","","8793","BE","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201367","","","6"
"CST_8713783201374","RFH","8713783201374","8713783201374","CST","Ommegangstraat 28","","","LOCHRISTI","","9080","BE","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201374","","","6"
"CST_8713783201404","RFH","8713783201404","8713783201404","CST","Rijneveld 137","","","BOSKOOP","","2771 XV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201404","","","6"
"CST_8713783201411","RFH","8713783201411","8713783201411","CST","Loeteweg 1","","","HAZERSWOUDE-DORP","","2391 NL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201411","","","6"
"CST_8713783201442","RFH","8713783201442","8713783201442","CST","Rijneveld 26","","","BOSKOOP","","2771 XT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201442","","","6"
"CST_8713783201473","RFH","8713783201473","8713783201473","CST","Rijneveld 125","","","BOSKOOP","","2771 XV","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201473","","","6"
"CST_8713783201480","RFH","8713783201480","8713783201480","CST","Zwethlaan 38","","","HONSELERSDIJK","","2675 LB","NL","","","","","","","","",0,0,0,"","","","","L7-21","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201480","","","6"
"CST_8713783201510","RFH","8713783201510","8713783201510","CST","Zuideinde 108","","","ROELOFARENDSVEEN","","2371 BZ","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201510","","","1"
"CST_8713783201558","RFH","8713783201558","8713783201558","CST","Nootdorpseweg 15","","","PIJNACKER","","2641 BK","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201558","","","6"
"CST_8713783201572","RFH","8713783201572","8713783201572","CST","Noordlandseweg 55","","","S-GRAVENZANDE","","2691 KH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201572","","","6"
"CST_8713783201619","RFH","8713783201619","8713783201619","CST","Schoppenweg 21","","","GELDERN-LULLINGEN","","47608","DE","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201619","","","1"
"CST_8713783201688","RFH","8713783201688","8713783201688","CST","Hornweg 101","","","AALSMEER","","1432 GE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201688","","","1"
"CST_8713783201725","RFH","8713783201725","8713783201725","CST","Terwoldseweg 3","","","TWELLO","","7391 TC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201725","","","6"
"CST_8713783201756","RFH","8713783201756","8713783201756","CST","Scheiweg 14","","","LEUNEN","","5809 EH","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201756","","","6"
"CST_8713783201770","RFH","8713783201770","8713783201770","CST","Middel Broekweg 109","","","HONSELERSDIJK","","2675 KL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201770","","","6"
"CST_8713783201794","RFH","8713783201794","8713783201794","CST","Hoofdweg 10","","","DE KWAKEL","","1424 PH","NL","","","","","","","","",0,0,0,"","","","","H.157.24-B","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201794","","","1"
"CST_8713783201817","RFH","8713783201817","8713783201817","CST","Oostkanaalweg 21 B","","","TER AAR","","2461 ER","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201817","","","1"
"CST_8713783201879","RFH","8713783201879","8713783201879","CST","Molenkade 8","","","NIEUWVEEN","","2441 CM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201879","","","6"
"CST_8713783201909","RFH","8713783201909","8713783201909","CST","Alfensvaart 29","","","BOSKOOP","","2771 NM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201909","","","6"
"CST_8713783201947","RFH","8713783201947","8713783201947","CST","Geveland 1","","","OBDAM","","1713 GD","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201947","","","6"
"CST_8713783201992","RFH","8713783201992","8713783201992","CST","Boddens Hosangweg 55","","","WOUBRUGGE","","2481 KX","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783201992","","","6"
"CST_8713783202005","RFH","8713783202005","8713783202005","CST","Monsterseweg 137","","","S-GRAVENZANDE","","2691 JE","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202005","","","6"
"CST_8713783202029","RFH","8713783202029","8713783202029","CST","Insteek 64","","","BOSKOOP","","2771 AB","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202029","","","6"
"CST_8713783202067","RFH","8713783202067","8713783202067","CST","Lange Kruisweg 28 C","","","MAASDIJK","","2676 BL","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202067","","","6"
"CST_8713783202074","RFH","8713783202074","8713783202074","CST","Zuidelijke Dwarsweg 5","","","ZEVENHUIZEN ZH","","2761 JN","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202074","","","6"
"CST_8713783202081","RFH","8713783202081","8713783202081","CST","Wateringseweg 8","","","POELDIJK","","2685 SP","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202081","","","6"
"CST_8713783202104","RFH","8713783202104","8713783202104","CST","van Ophovenstraat 5","","","WELLERLOOI","","5856 CC","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202104","","","6"
"CST_8713783202166","RFH","8713783202166","8713783202166","CST","Papekopperstraatweg 44","","","PAPEKOP","","3464 HM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202166","","","6"
"CST_8713783202180","RFH","8713783202180","8713783202180","CST","Bommelsestraat 6","","","VARIK","","4064 CM","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202180","","","6"
"CST_8713783202197","RFH","8713783202197","8713783202197","CST","Kooiweg 5","","","BRAKEL","","5306 VT","NL","","","","","","","","",0,0,0,"","","","","","","","","DUTCH_HOLLAND",0,"","","","","","","","","","","","ACCEPTED","","","","8713783202197","","","6"
